Latitude,Longitude,Location,Municipality,Month,Region,Year,Crash Count
49.184185,-122.803912,100 AVE & 151 ST,SURREY,SEPTEMBER,Lower Mainland,2020,1
49.187828,-122.845419,102 AVE & KING GEORGE BLVD,SURREY,SEPTEMBER,Lower Mainland,2020,1
49.19881,-122.781535,108 AVE & 159 ST,SURREY,SEPTEMBER,Lower Mainland,2020,1
49.212843,-123.069126,E 63RD AVE & LEASIDE ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.214212,-123.106432,E 62ND AVE & ONTARIO ST & W 62ND AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.214803,-123.023636,BOUNDARY RD & RUMBLE AVE & RUMBLE ST & TURNING LANE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.225219,-123.071761,ARGYLE ST & E 49TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.229252,-123.126804,FREMLIN ST & W 46TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.229283,-123.040287,E 45TH AVE & KERR ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.232629,-123.071514,ARGYLE ST & E 41ST AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.232869,-123.09055,E 41ST AVE & FRASER ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.238564,-123.178659,BLENHEIM ST & W 37TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.244547,-123.076309,E 29TH AVE & KNIGHT ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.246153,-123.178596,BLENHEIM ST & W 29TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.246306,-123.127662,NANTON AVE & OAK ST & W 28TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.250004,-123.06043,GLADSTONE ST & STAINSBURY AVE & VANNESS AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.250627,-123.044181,BOYD DIVERSION & E 22ND AVE & RENFREW ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.252761,-123.104815,E 20TH AVE & ONTARIO ST & W 20TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.259878,-123.096571,E 12TH AVE & KINGSWAY,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.261397,-123.069814,COMMERCIAL DR & E 10TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.262208,-123.112913,W 10TH AVE & YUKON ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.262294,-123.065915,E BROADWAY & VICTORIA DR,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.263766,-123.104855,E 8TH AVE & ONTARIO ST & W 8TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.264176,-123.117463,ASH ST & W 8TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.264979,-123.168404,MACDONALD ST & W 8TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.265072,-123.1759,TRUTCH ST & W 8TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.265564,-123.104788,E 6TH AVE & ONTARIO ST & W 6TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.265893,-123.117416,ASH ST & W 2ND AVE & W 6TH AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.270163,-123.104627,E 1ST AVE & ONTARIO ST & W 1ST AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.271378,-123.140233,CREEKSIDE DR & MARINER WALK & W 1ST AVE,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.276743,-123.075857,ODLUM DR & VENABLES ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.276982,-123.132453,BURRARD ST & BURRARD ST BRIDGE & PACIFIC ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.277982,-123.121081,NELSON ST & RICHARDS ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.278981,-123.133325,HARWOOD ST & THURLOW ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.27971,-123.107629,ABBOTT ST & KEEFER PL,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.279839,-123.110537,BEATTY ST & DUNSMUIR ST & DUNSMUIR VIADUCT,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.280109,-123.11787,RICHARDS ST & ROBSON ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.280237,-123.061715,E PENDER ST & LAKEWOOD DR,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.28122,-123.108459,BEATTY ST & W PENDER ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.281474,-123.104327,CARRALL ST & E HASTINGS ST & W HASTINGS ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.283281,-123.122803,BURRARD ST & ROBSON ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.283944,-123.091363,ALEXANDER ST & PRINCESS AVE & RAILWAY ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.287173,-123.11696,BURRARD ST & W HASTINGS ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.288661,-123.131118,NICOLA ST & ROBSON ST,VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.32717,-123.134922,MARINE DR & TAYLOR WAY & TURNING LANE,WEST VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.335929,-123.188892,27TH ST & BELLEVUE AVE,WEST VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.338311,-123.174754,23RD ST & MATHERS AVE,WEST VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.338556,-123.136868,WESTCOT RD & WILDWOOD LANE,WEST VANCOUVER,SEPTEMBER,Lower Mainland,2020,1
49.065914,-122.371994,BLUE JAY ST & BLUERIDGE DR,ABBOTSFORD,APRIL,Lower Mainland,2021,1
49.266408,-123.003199,LOUGHEED HWY & WILLINGDON AVE,BURNABY,APRIL,Lower Mainland,2021,1
49.168928,-121.952601,1ST AVE & YOUNG RD,CHILLIWACK,APRIL,Lower Mainland,2021,1
49.23803,-122.825793,CAPE HORN AVE & DAWES HILL RD,COQUITLAM,APRIL,Lower Mainland,2021,1
49.249036,-122.835534,AUSTIN AVE & HILLCREST ST,COQUITLAM,APRIL,Lower Mainland,2021,1
49.166488,-122.582002,GLOVER RD & ST ANDREWS AVE,LANGLEY,APRIL,Lower Mainland,2021,1
49.213158,-122.920332,SIXTH AVE & SIXTH ST,NEW WESTMINSTER,APRIL,Lower Mainland,2021,1
49.320112,-123.094674,FELL AVE & W 3RD ST,NORTH VANCOUVER,APRIL,Lower Mainland,2021,1
49.321383,-122.969033,INDIAN RIVER DR & MT SEYMOUR RD,NORTH VANCOUVER,APRIL,Lower Mainland,2021,1
49.322011,-123.066122,E 15TH ST & ST ANDREWS AVE,NORTH VANCOUVER,APRIL,Lower Mainland,2021,1
49.335142,-123.027537,HOSKINS RD & KILKENNY RD,NORTH VANCOUVER,APRIL,Lower Mainland,2021,1
49.356271,-123.090583,MONTROYAL BLVD & RANGER AVE,NORTH VANCOUVER,APRIL,Lower Mainland,2021,1
49.164617,-123.158822,GARRISON RD & NO 2 RD,RICHMOND,APRIL,Lower Mainland,2021,1
49.170171,-123.147705,GILBERT RD & WESTMINSTER HWY,RICHMOND,APRIL,Lower Mainland,2021,1
49.181268,-122.965486,RIVER RD & WESTMINSTER HWY,RICHMOND,APRIL,Lower Mainland,2021,1
49.192177,-123.158702,JERICHO RD & MILLER RD,RICHMOND,APRIL,Lower Mainland,2021,1
49.045783,-122.867419,128 ST & 24 AVE,SURREY,APRIL,Lower Mainland,2021,1
49.119042,-122.845493,64 AVE & KING GEORGE BLVD & TURNING LANE,SURREY,APRIL,Lower Mainland,2021,1
49.126435,-122.841571,137A ST & 138 ST & 68 AVE & HYLAND RD,SURREY,APRIL,Lower Mainland,2021,1
49.147961,-122.756454,168 ST & FRASER HWY & TURNING LANE,SURREY,APRIL,Lower Mainland,2021,1
49.148044,-122.701548,188 ST & 80 AVE,SURREY,APRIL,Lower Mainland,2021,1
49.152259,-122.890381,120 ST & 82 AVE,SURREY,APRIL,Lower Mainland,2021,1
49.177035,-122.845713,96 AVE & KING GEORGE BLVD,SURREY,APRIL,Lower Mainland,2021,1
49.26267,-123.258494,NW MARINE DR & UNIVERSITY BLVD,UBC,APRIL,Lower Mainland,2021,1
49.209472,-123.148711,ANGUS DR & SW MARINE DR,VANCOUVER,APRIL,Lower Mainland,2021,1
49.225788,-123.168416,MACDONALD ST & SW MARINE DR,VANCOUVER,APRIL,Lower Mainland,2021,1
49.231098,-123.097314,E 43RD AVE & PRINCE EDWARD ST,VANCOUVER,APRIL,Lower Mainland,2021,1
49.247744,-123.105051,ONTARIO ST & W 26TH AVE,VANCOUVER,APRIL,Lower Mainland,2021,1
49.24811,-123.193624,CROWN ST & W 27TH AVE,VANCOUVER,APRIL,Lower Mainland,2021,1
49.250004,-123.06043,GLADSTONE ST & STAINSBURY AVE & VANNESS AVE,VANCOUVER,APRIL,Lower Mainland,2021,1
49.250071,-123.087739,E 23RD AVE & PRINCE ALBERT ST,VANCOUVER,APRIL,Lower Mainland,2021,1
49.251896,-123.090059,E 21ST AVE & FRASER ST,VANCOUVER,APRIL,Lower Mainland,2021,1
49.261557,-123.094966,E 10TH AVE & GUELPH ST,VANCOUVER,APRIL,Lower Mainland,2021,1
49.262677,-123.141066,FIR ST & W 10TH AVE,VANCOUVER,APRIL,Lower Mainland,2021,1
49.263766,-123.104855,E 8TH AVE & ONTARIO ST & W 8TH AVE,VANCOUVER,APRIL,Lower Mainland,2021,1
49.263821,-123.152938,ARBUTUS ST & W BROADWAY,VANCOUVER,APRIL,Lower Mainland,2021,1
49.265454,-123.145708,BURRARD ST & W 7TH AVE,VANCOUVER,APRIL,Lower Mainland,2021,1
49.266646,-123.132012,ALDER XING & LAMEYS MILL RD,VANCOUVER,APRIL,Lower Mainland,2021,1
49.268954,-123.147945,CYPRESS ST & W 3RD AVE,VANCOUVER,APRIL,Lower Mainland,2021,1
49.269745,-123.14317,PINE ST & W 2ND AVE,VANCOUVER,APRIL,Lower Mainland,2021,1
49.270302,-123.109404,COLUMBIA ST & W 1ST AVE,VANCOUVER,APRIL,Lower Mainland,2021,1
49.272985,-123.101732,QUEBEC ST & TERMINAL AVE,VANCOUVER,APRIL,Lower Mainland,2021,1
49.273771,-123.127463,PACIFIC ST & RICHARDS ST,VANCOUVER,APRIL,Lower Mainland,2021,1
49.274921,-123.211733,NW MARINE DR & TOLMIE ST,VANCOUVER,APRIL,Lower Mainland,2021,1
49.277633,-123.099816,MAIN ST & MAIN ST ONRAMP & UNION ST,VANCOUVER,APRIL,Lower Mainland,2021,1
49.278405,-123.128134,DAVIE ST & HORNBY ST,VANCOUVER,APRIL,Lower Mainland,2021,1
49.278601,-123.122011,NELSON ST & SEYMOUR ST,VANCOUVER,APRIL,Lower Mainland,2021,1
49.279077,-123.129182,BURRARD ST & DAVIE ST,VANCOUVER,APRIL,Lower Mainland,2021,1
49.281071,-123.134457,BURNABY ST & BUTE ST,VANCOUVER,APRIL,Lower Mainland,2021,1
49.290777,-123.136527,DENMAN ST & HARO ST,VANCOUVER,APRIL,Lower Mainland,2021,1
49.054195,-122.359983,MACLURE RD & TOWNLINE RD & TURNING LANE,ABBOTSFORD,AUGUST,Lower Mainland,2021,1
49.057313,-122.448685,FRASER HWY & LEFEUVRE RD & TURNING LANE,ABBOTSFORD,AUGUST,Lower Mainland,2021,1
49.219664,-122.970798,COLBORNE AVE & KINGSWAY,BURNABY,AUGUST,Lower Mainland,2021,1
49.222047,-122.926674,12TH AVE & 4TH ST,BURNABY,AUGUST,Lower Mainland,2021,1
49.111082,-121.976346,TYSON RD & WATSON RD,CHILLIWACK,AUGUST,Lower Mainland,2021,1
49.152217,-122.901477,116 ST & 82 AVE,DELTA,AUGUST,Lower Mainland,2021,1
49.170511,-122.895736,118 ST & 92 AVE,DELTA,AUGUST,Lower Mainland,2021,1
49.172231,-122.946975,CHESTER RD & CLIVEDEN AVE,DELTA,AUGUST,Lower Mainland,2021,1
49.133384,-122.645944,208 ST & 72 AVE,LANGLEY,AUGUST,Lower Mainland,2021,1
49.215969,-122.590379,228 ST & LOUGHEED HWY,MAPLE RIDGE,AUGUST,Lower Mainland,2021,1
49.205702,-122.91092,ROYAL AVE & SIXTH ST,NEW WESTMINSTER,AUGUST,Lower Mainland,2021,1
49.305823,-123.034207,HARBOUR AVE & MAIN ST,NORTH VANCOUVER,AUGUST,Lower Mainland,2021,1
49.314709,-123.085936,FORBES AVE & W 1ST ST & W ESPLANDE LANE,NORTH VANCOUVER,AUGUST,Lower Mainland,2021,1
49.325219,-123.121453,CAPILANO RD & CURLING RD,NORTH VANCOUVER,AUGUST,Lower Mainland,2021,1
49.368545,-123.100084,GROUSEWOODS DR & NANCY GREENE WAY,NORTH VANCOUVER,AUGUST,Lower Mainland,2021,1
49.271178,-122.758954,PRAIRIE AVE & VINCENT ST,PORT COQUITLAM,AUGUST,Lower Mainland,2021,1
49.277778,-122.856583,CLARKE ST & KYLE ST,PORT MOODY,AUGUST,Lower Mainland,2021,1
49.121926,-123.16455,ANDREWS RD & TRITES RD,RICHMOND,AUGUST,Lower Mainland,2021,1
49.140713,-123.107907,ARAGON RD & WILLIAMS RD,RICHMOND,AUGUST,Lower Mainland,2021,1
49.148302,-123.149958,FRANCIS RD & MINLER RD,RICHMOND,AUGUST,Lower Mainland,2021,1
49.162737,-123.140216,GRANVILLE AVE & MINORU BLVD,RICHMOND,AUGUST,Lower Mainland,2021,1
49.168826,-123.131505,COONEY RD & SABA RD,RICHMOND,AUGUST,Lower Mainland,2021,1
49.169913,-123.024276,NO 8 RD & WESTMINSTER HWY,RICHMOND,AUGUST,Lower Mainland,2021,1
49.170123,-123.069213,NO 6 RD & WESTMINSTER HWY & WESTMINSTER HWY FRTG,RICHMOND,AUGUST,Lower Mainland,2021,1
49.172016,-123.14018,ACKROYD RD & ELMBRIDGE WAY & MINORU BLVD,RICHMOND,AUGUST,Lower Mainland,2021,1
49.045724,-122.83163,141 ST & 24 AVE,SURREY,AUGUST,Lower Mainland,2021,1
49.06475,-122.817319,34 AVE & KING GEORGE BLVD,SURREY,AUGUST,Lower Mainland,2021,1
49.111467,-122.730296,177B ST & 60 AVE,SURREY,AUGUST,Lower Mainland,2021,1
49.111545,-122.756651,168 ST & 60 AVE,SURREY,AUGUST,Lower Mainland,2021,1
49.133543,-122.8428,137 ST & 72 AVE,SURREY,AUGUST,Lower Mainland,2021,1
49.184194,-122.800938,100 AVE & 152 ST,SURREY,AUGUST,Lower Mainland,2021,1
49.26267,-123.258494,NW MARINE DR & UNIVERSITY BLVD,UBC,AUGUST,Lower Mainland,2021,1
49.207069,-123.140585,GRANVILLE ST & W 71ST AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.214212,-123.106432,E 62ND AVE & ONTARIO ST & W 62ND AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.225914,-123.050276,E 48TH AVE & VIVIAN ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.235864,-123.051709,E 38TH AVE & WALES ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.237035,-123.090444,E 37TH AVE & FRASER ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.238495,-123.165765,TRAFALGAR ST & W 37TH AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.240503,-123.101467,E 33RD AVE & MAIN ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.241522,-123.065303,E 32ND AVE & VICTORIA DR,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.248798,-123.025368,E 24TH AVE & GLENDALE ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.254029,-123.049543,E 18TH AVE & SLOCAN ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.257905,-123.184014,DUNBAR ST & W 16TH AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.258425,-123.103184,E 14TH AVE & QUEBEC ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.259722,-123.087196,E 12TH AVE & PRINCE ALBERT ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.259816,-123.184004,DUNBAR DIVERSION & DUNBAR ST & W 14TH AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.260231,-123.103085,E 12TH AVE & QUEBEC ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.261557,-123.094966,E 10TH AVE & GUELPH ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.262521,-123.131416,ALDER ST & W 10TH AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.264336,-123.183784,DUNBAR ST & W BROADWAY,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.264811,-123.112854,W 7TH AVE & YUKON ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.265257,-123.092981,E 6TH AVE & ST GEORGE ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.265999,-123.126532,OAK ST & W 6TH AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.266364,-123.098817,E 5TH AVE & SCOTIA ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.266577,-123.109451,COLUMBIA ST & W 5TH AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.268301,-123.104686,E 3RD AVE & ONTARIO ST & W 3RD AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.268626,-123.099629,E 2ND AVE & LORNE ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.268738,-123.140682,ARBUTUS GREENWAY & FIR ST & W 3RD AVE & TURNING LANE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.2689,-123.145594,BURRARD ST & W 3RD AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.269649,-123.077365,CLARK DR & E 1ST AVE & GRANDVIEW VIADUCT,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.270666,-123.145483,BURRARD ST & W 1ST AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.271649,-123.152636,ARBUTUS ST & YORK AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.271694,-123.202684,DISCOVERY ST & NW MARINE DR,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.272815,-123.100019,MAIN ST & TERMINAL AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.274156,-123.115036,MARINASIDE CRES & NELSON ST & PACIFIC BLVD,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.274921,-123.211733,NW MARINE DR & TOLMIE ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.275305,-123.146217,CHESTNUT ST & WHYTE AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.27536,-123.132758,BEACH AVE & HORNBY ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.277167,-123.116587,CAMBIE ST & SMITHE ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.277399,-123.084959,CAMPBELL AVE & UNION ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.277633,-123.099816,MAIN ST & MAIN ST ONRAMP & UNION ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.277667,-123.077246,ADANAC ST & CLARK DR,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.279077,-123.129182,BURRARD ST & DAVIE ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.279226,-123.104464,CARRALL ST & KEEFER PL & KEEFER ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.27935,-123.06833,FRANCES ST & SALSBURY DR,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.279468,-123.077195,CLARK DR & FRANCES ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.280536,-123.124983,HORNBY ST & NELSON ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.281344,-123.0771,CLARK DR & E HASTINGS ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.283988,-123.093305,ALEXANDER ST & JACKSON AVE,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.285856,-123.135376,COMOX ST & NICOLA ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.286548,-123.13431,NELSON ST & NICOLA ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.29056,-123.142627,CHILCO ST & COMOX ST,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.297163,-123.136888,LOST LAGOON RD & N LAGOON DR & STANLEY PARK DR,VANCOUVER,AUGUST,Lower Mainland,2021,1
49.250845,-122.978169,GODWIN AVE & WOODSWORTH ST,BURNABY,DECEMBER,Lower Mainland,2021,1
49.338329,-123.068595,E WINDSOR RD & ST GEORGES AVE,NORTH VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.22457,-122.686823,122A AVE & 193 ST,PITT MEADOWS,DECEMBER,Lower Mainland,2021,1
49.244127,-122.689525,HARRIS RD & OLD DEWDNEY TRUNK RD,PITT MEADOWS,DECEMBER,Lower Mainland,2021,1
49.162724,-123.133733,BUSWELL ST & GRANVILLE AVE,RICHMOND,DECEMBER,Lower Mainland,2021,1
49.179742,-123.136655,LESLIE RD & NO 3 RD,RICHMOND,DECEMBER,Lower Mainland,2021,1
49.193729,-123.166714,AVIATION AVE & NORTH SERVICE RD & TURNING LANE,RICHMOND,DECEMBER,Lower Mainland,2021,1
49.737783,-123.093462,ARISTOTLE DR & MAMQUAM RD,SQUAMISH,DECEMBER,Lower Mainland,2021,1
49.184194,-122.800938,100 AVE & 152 ST,SURREY,DECEMBER,Lower Mainland,2021,1
49.217369,-123.140216,GRANVILLE ST & PARK DR & W 59TH AVE,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.227315,-123.16743,MACDONALD ST & W 49TH AVE,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.230603,-123.185361,DUNBAR ST & SW MARINE DR,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.232747,-123.065518,E 41ST AVE & VICTORIA DR,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.234124,-123.133356,SELKIRK ST & W 41ST AVE,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.242011,-123.146792,PINE CRES & W 33RD AVE,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.24337,-123.105255,E 30TH AVE & ONTARIO ST,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.247627,-123.065099,E 26TH AVE & VICTORIA DR,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.256848,-123.081589,E 15TH AVE & GLEN DR,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.262715,-123.143465,PINE ST & W 10TH AVE,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.265763,-123.114674,CAMBIE ST & W 6TH AVE,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.26592,-123.121754,W 6TH AVE & WILLOW ST,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.272985,-123.101732,QUEBEC ST & TERMINAL AVE,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.275682,-123.130429,HOWE ST & PACIFIC ST,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.27736,-123.131816,BURRARD ST & JUNG LANE,VANCOUVER,DECEMBER,Lower Mainland,2021,1
49.173901,-121.836313,YALE RD & PRIVATE DRIVEWAY,CHILLIWACK,FEBRUARY,Lower Mainland,2021,1
49.134037,-122.890359,120 ST & 72 AVE,DELTA,FEBRUARY,Lower Mainland,2021,1
49.201042,-122.578643,LOUGHEED HWY & RIVER RD & TAMARACK LANE & TURNING LANE,MAPLE RIDGE,FEBRUARY,Lower Mainland,2021,1
49.218251,-122.647897,207 ST & LOUGHEED HWY,MAPLE RIDGE,FEBRUARY,Lower Mainland,2021,1
49.134412,-122.309566,1ST AVE & GRAND ST,MISSION,FEBRUARY,Lower Mainland,2021,1
49.340095,-123.057872,E OSBORNE RD & PRINCESS AVE,NORTH VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.141033,-123.181365,NO 1 RD & WILLIAMS RD,RICHMOND,FEBRUARY,Lower Mainland,2021,1
49.170134,-123.178187,GIBBONS DR & WESTMINSTER HWY,RICHMOND,FEBRUARY,Lower Mainland,2021,1
49.134037,-122.890359,120 ST & 72 AVE,SURREY,FEBRUARY,Lower Mainland,2021,1
49.150107,-122.801258,152 FRTG & 152 ST & 81 AVE,SURREY,FEBRUARY,Lower Mainland,2021,1
49.150255,-122.867964,128 ST & 82 AVE & TURNING LANE,SURREY,FEBRUARY,Lower Mainland,2021,1
49.213204,-123.117009,CAMBIE ST & W 63RD AVE,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.213257,-123.146832,ARBUTUS GREENWAY & W 64TH AVE,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.225442,-123.090711,E 49TH AVE & FRASER ST,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.229444,-123.105741,E 45TH AVE & ONTARIO ST & W 45TH AVE,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.254815,-123.112581,W 18TH AVE & YUKON ST,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.26325,-123.11752,ASH ST & W BROADWAY,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.277347,-123.120093,HOMER ST & NELSON ST,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.280284,-123.070428,COMMERCIAL DR & E PENDER ST,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.280488,-123.111556,CAMBIE ST & DUNSMUIR ST,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.281474,-123.104327,CARRALL ST & E HASTINGS ST & W HASTINGS ST,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.283888,-123.130197,BUTE ST & NELSON ST,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.284894,-123.131725,JERVIS ST & NELSON ST,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.287918,-123.129948,BROUGHTON ST & ROBSON ST,VANCOUVER,FEBRUARY,Lower Mainland,2021,1
49.213091,-122.957775,18TH AVE & GRIFFITHS DR,BURNABY,JANUARY,Lower Mainland,2021,1
49.232822,-123.015865,INMAN AVE & KINGSWAY,BURNABY,JANUARY,Lower Mainland,2021,1
49.266408,-123.003199,LOUGHEED HWY & WILLINGDON AVE,BURNABY,JANUARY,Lower Mainland,2021,1
49.267982,-122.964585,HALIFAX ST & SPERLING AVE,BURNABY,JANUARY,Lower Mainland,2021,1
49.090238,-123.078426,52A ST & LADNER TRUNK RD,DELTA,JANUARY,Lower Mainland,2021,1
49.140178,-122.890375,120 ST & 75A AVE,DELTA,JANUARY,Lower Mainland,2021,1
49.216929,-122.601543,224 ST & LOUGHEED HWY,MAPLE RIDGE,JANUARY,Lower Mainland,2021,1
49.319047,-123.089786,4TH ST & W 2ND ST & W 3RD ST,NORTH VANCOUVER,JANUARY,Lower Mainland,2021,1
49.170184,-123.131506,COONEY RD & WESTMINSTER HWY & TURNING LANE,RICHMOND,JANUARY,Lower Mainland,2021,1
49.192007,-123.124384,BRIDGEPORT RD & GREAT CANADIAN WAY,RICHMOND,JANUARY,Lower Mainland,2021,1
49.202938,-123.058039,RIVER RD & SAVAGE RD,RICHMOND,JANUARY,Lower Mainland,2021,1
49.049051,-122.797884,152 ST & 26 AVE & KING GEORGE BLVD,SURREY,JANUARY,Lower Mainland,2021,1
49.10169,-122.80106,152 ST & 54A AVE,SURREY,JANUARY,Lower Mainland,2021,1
